"DATA.ELEMENT","COMPUTED.COLUMN.CODE","CONVERTED.FROM","DATA.TYPE","DATABASE.USAGE.TYPE","DEFAULT.DISPLAY.SECURE","DEFAULT.DISPLAY.SIZE","DEFAULT.INPUT.PROMPT","DEFAULT.SAMPLE.DATA","DEFAULT.ZERO.PAD","DERIVED.SEC.PTR","DT1","DT2","DT3","DT4","DT5","ELEMENT.ASSOC.NAME","ELEMENT.ASSOC.TYPE","ELEMENT.POINTED.FROM","ELEMENT.POINTED.TO","FIELD.PLACEMENT","INFORM.CONVERSION.STRING","INFORM.FORMAT.STRING","MAXIMUM.STORAGE.SIZE","PURPOSE","REPORT.HEADER","SOURCE","TRUNCATION.FLAG","VALIDATION.TABLE","TOOLCDD.ADD.DATE","TOOLCDD.ADD.OPERATOR","TOOLCDD.CHANGE.DATE","TOOLCDD.CHANGE.OPERATOR","DataDatetime"
"ACAD.CERT.DEPTS","","","","A","N","24","Certified Department","","N","DEPTS.ID","","","","","","ACAD.CATEGORY.CERT","D","","","50","","24L","5","List of departments used to determine if this, person can teach a course section in the associated, academic level.  If this field is to be used as, criteria for qualification checking, the department, and the associated academic level must match the, academic level and one of the departments in the, course section, or else the faculty member should, not be assigned to the section., , If a subject is also in the association, all, 3 (academic level, department, subject) must match, what is in the course section before the faculty, member should be assigned to that section.","Cert Depts","ACAD.CREDENTIALS","N","DEPTS","1997-11-18","SMG","","","2020-05-27T14:56:15.868Z"
"ACAD.CERT.EMPLOYABLE.BY.CODE","","","","D","N","35","Employable By","","N","","","","","","","","","","","56","","35L","5","This code signifies where the person is eligible to, be employed.  Used in Wisconsin state reporting,, but not otherwise used by the system.","Employable By","ACAD.CREDENTIALS","N","$VR.EMPLOYABLE.BY.CODES","1997-11-18","SMG","","","2020-05-27T14:56:16.353Z"
"ACAD.CERT.NEEDED.REQMT.CODES","","","","A","N","12","[Action]","","N","","","","","","","ACAD.CERT.NEEDED","D","","","60","","12L","5","This is a code that can be used to specify any action, that needs to be taken on the associated certification, requirement.  It can denote a reporting action, such, as add or delete, to know what to send to the state,, or can be an action that needs to be taken by the person, trying to achieve another level of the credential.  It, is only used by the system for Wisconsin state reporting,, where the values say how to report the associated requirement.","Cert, Codes","ACAD.CREDENTIALS","N","$VR.CERT.REQMT.CODES","1998-04-24","SMG","","","2020-05-27T14:56:19.165Z"
"ACAD.CERT.NEEDED.REQMTS","","","","A","N","35","Need Reqmts","","N","","","","","","","ACAD.CERT.NEEDED","K","","","58","","35L","5","This is the list of requirements that are either, needed for renewal of the certification, or that are, needed to move to a higher level of certification., Used in Wisconsin state reporting, but not otherwise, used by the system.","Needed, Reqmts","ACAD.CREDENTIALS","N","$VR.CERT.REQMTS","1997-11-18","SMG","","","2020-05-27T14:56:15.946Z"
"ACAD.CERT.PART.TIME.IND","","","","D","N","1","Cert Load Ind","","N","","","","","","","","","","","61","","1L","1","This field specifies whether or not the certification, restricts the person to participating in a part-time, role or on some other basis., , Used in Wisconsin state reporting, but not used within, base Colleague.","Cert, Load, Ind","ACAD.CREDENTIALS","N","$VR.CERT.LOAD.INDICATORS","1998-04-24","SMG","","","2020-05-27T14:56:16.118Z"
"ACAD.CERT.PART.TIME.OVR","","","","D","N","3","Part Time Ovr","","N","","","","","","","","","","","62","","3L","1","Sometimes a person whose credential only allows part, time participation will be allowed to participate in a, full time role.  If this is the case, this override, flag can be set to Yes to show that although the, certification implies only part time, the person can, be involved in a full time capacity., , Used in Wisconsin state reporting, but not otherwise, used by the system.","Part, Time, Ovr","ACAD.CREDENTIALS","N","","1998-04-24","SMG","","","2020-05-27T14:56:17.009Z"
"ACAD.CERT.STAFF.REQUEST.FLAG","","","","D","N","3","Staff Request","","N","","","","","","","","","","","57","","3L","1","Yes/no flag saying if the staff member has requested, certification.  Yes means the staff member requested it,, No means it was requested by some person or agency, other than the person.  Used in Wisconsin state, reporting, but not otherwise used by the system.","Staff, Cert, Request","ACAD.CREDENTIALS","N","","1997-11-18","SMG","","","2020-05-27T14:56:15.431Z"
"ACAD.CERT.STATUS","","","","D","N","35","Status","","N","","","","","","","","","","","55","","35L","5","This code reflects the status of the certification., It is kept in order to report if a certification which is, to be deleted has been previously reported.  It is used in, Wisconsin state reporting, but not otherwise used by the, system.","Cert Status","ACAD.CREDENTIALS","N","$VR.CERT.STATUSES","1997-11-18","SMG","","","2020-05-27T14:56:16.868Z"
"ACAD.CERT.SUBJECTS","","","","A","N","24","Certified Subject","","N","","","","","","","ACAD.CATEGORY.CERT","D","","","51","","24L","7","List of subjects used to determine if this, person can teach a course section in the associated, academic level.  If this field is to be used as, criteria for qualification checking, the subject, and the associated academic level must match the, academic level and the subject of the course, section, or else the faculty member should not be, assigned to the section., , If a department is also in the association, all, 3 (academic level, department, subject) must match, what is in the course section before the faculty, member should be assigned to that section.","Cert Subjects","ACAD.CREDENTIALS","N","","1997-11-18","SMG","","","2020-05-27T14:56:17.134Z"
"ACAD.CERT.TYPE","","","","D","N","35","Certification Type","","N","","","","","","","","","","","54","","35L","5","This is the type of certification represented by, this credential.  It is used in Wisconsin state, reporting, but not otherwise used by the system.","Cert Type","ACAD.CREDENTIALS","N","$VR.CERT.TYPES","1997-11-18","SMG","","","2020-05-27T14:56:18.025Z"
"ACAD.COMMENCEMENT.DATE","","","D","D","N","8","Commencement Date","6/4/95","N","","N","2","/","","","","","","","18","D2/","8R","8","To store the date that Commencement takes place, Past or Future","Commencement Date","ACAD.CREDENTIALS","N","","1995-03-15","RCL","","","2020-05-27T14:56:18.368Z"
"ACAD.COMMENCEMENT.SITE","","","","D","N","30","Commencement Site","","N","","","","","","","","","","","37","","30L","5","The site where the student actually participated in, commencement.  Displayed but not otherwise used by, the system.  This is loaded from the GRADUATES file, in ST if this person was graduated from the home, institution.","Commencement Site","ACAD.CREDENTIALS","N","$VR.COMMENCEMENT.SITES","1996-03-22","SMG","","","2020-05-27T14:56:15.962Z"
"ACAD.COMMENTS","","","","C","N","65","Comments","Comments can be anything.","N","","","","","","","","","","","27","","65L","80","Free-form comments about the academic credential. Displayed but not otherwise , used.","Comments","ACAD.CREDENTIALS","N","","1994-12-16","SSS","","","2020-05-27T14:56:17.134Z"
"ACAD.CREDENTIALS.ADDDATE","","","D","D","N","8","","","N","","","","","","","","","","","29","D2/","8R","0","Envision-maintained date of when record was added.","","ACAD.CREDENTIALS","N","","1994-12-16","SSS","","","2020-05-27T14:56:16.243Z"
"ACAD.CREDENTIALS.ADDOPR","","","","D","N","10","","","N","","","","","","","","","","","28","","10L","15","Envision-maintained login of person adding the record.","","ACAD.CREDENTIALS","N","","1994-12-16","SSS","","","2020-05-27T14:56:17.071Z"
"ACAD.CREDENTIALS.CHGDATE","","","D","D","N","8","","","N","","","","","","","","","","","31","D2/","8R","0","Envision-maintained date record was last updated.","","ACAD.CREDENTIALS","N","","1994-12-16","SSS","","","2020-05-27T14:56:18.712Z"
"ACAD.CREDENTIALS.CHGOPR","","","","D","N","10","","","N","","","","","","","","","","","30","","10L","15","Envision-maintained login of person updating the record.","","ACAD.CREDENTIALS","N","","1994-12-16","SSS","","","2020-05-27T14:56:18.181Z"
"ACAD.CREDENTIALS.ID","","","","K","N","1","","","N","","","","","","","","","","","0","","1R","10","System-generated sequential key to file.","","ACAD.CREDENTIALS","N","","1994-12-16","SSS","","","2020-05-27T14:56:15.775Z"
"ACAD.CREDENTIALS.KEYS","string[] xlResult1; , key xlKeyInstitutionsAttend for file InstitutionsAttend;, xlKeyInstitutionsAttend = vlInstAttendKeys; xlResult1 = vlInstaAcadCredentials;, return xlResult1;","","","I","N","10","","","N","","","","","","","","","","","0","","10L","0","Translate to Institutions Attended to get keys to, Academic Credentials., , November 10 2004  12:53pm  JYP  (ENV_QA_DEFECT_1248), Changed from single to multi-valued","Academic, Credential, Keys","PERSON","N","","1996-02-14","STEVEN","","","2020-05-27T14:56:15.368Z"
"ACAD.DEFAULT.HOST.CORP.ID","string xResult1; , xResult1 = SGetDefaultHost();, return xResult1;","","","I","N","7","","","N","","","","","","","","","","","0","","7L","0","This field will hold the DEFAULT.HOST.CORP.ID used, for selection purposes","Default Host","ACAD.CREDENTIALS","N","","1996-10-28","MDC","","","2020-05-27T14:56:18.759Z"
"ACAD.DEGREE","","","","D","N","30","Degree","BS Bachelor of Science","N","OTHER.DEGREES.ID","","","","","","","","","","5","","30L","5","Single-valued pointer to OTHER.DEGREES file.  Which specifies a degree , earned for an institution attended making up an academic credential.","Degree","ACAD.CREDENTIALS","N","OTHER.DEGREES","1994-12-16","SSS","","","2020-05-27T14:56:16.181Z"
"ACAD.DEGREE.DATE","","","D","D","N","8","Degree Date","05/26/13","N","","N","2","/","MY","","","","","","6","D2/","8R","8","Date the degree was received.","Degree, Date","ACAD.CREDENTIALS","N","","1994-12-16","SSS","","","2020-05-27T14:56:17.900Z"
"ACAD.DIPLOMA.NAME","","","","D","N","40","Diploma Name","Richard C. Lee Jr.","N","","","","","","","","","","","19","","40L","40","To store the Name that is to be put on the Diploma or, the name that is already on the diploma","Diploma Name","ACAD.CREDENTIALS","N","","1995-03-15","RCL","","","2020-05-27T14:56:16.009Z"
"ACAD.DIVISION","","","","D","N","30","Division","MS Math Science Division","N","OTHER.DIVISIONS.ID","","","","","","","","","","14","","30L","5","The ID of a record in OTHER.DIVISIONS file to show the, division with which this academic credential is associated., Displayed but not otherwise used by the system.","Division","ACAD.CREDENTIALS","N","OTHER.DIVISIONS","1994-12-16","SSS","","","2020-05-27T14:56:15.509Z"
"ACAD.END.DATE","","","D","D","N","8","Academic Credential End Date","02/02/95","N","","N","2","/","","","","","","","4","D2/","8R","8","","End Date","ACAD.CREDENTIALS","N","","1995-03-28","RCL","","","2020-05-27T14:56:16.337Z"
"ACAD.GPA","","","N","D","N","7","Cum GPA","3.70","N","","N","3","N","N","","","","","","20","MD3","7R","6","GPA associated with the academic credential.  Displayed, but not otherwise used by the system.","Cum GPA","ACAD.CREDENTIALS","N","","1994-12-16","SSS","","","2020-05-27T14:56:16.384Z"
"ACAD.GPA1","","","N","D","N","7","Other GPA 1","3.00","N","","N","3","N","N","","","","","","21","MD3","7R","6","To store other GPAs ie in major GPA","Other GPA 1","ACAD.CREDENTIALS","N","","1995-03-15","RCL","","","2020-05-27T14:56:18.868Z"
"ACAD.GPA2","","","N","D","N","7","Other GPA 2","2.50","N","","N","3","N","N","","","","","","22","MD3","7R","6","To store an additional GPA value.","Other GPA 2","ACAD.CREDENTIALS","N","","1995-03-15","RCL","","","2020-05-27T14:56:18.868Z"
"ACAD.HONORS","","","","L","N","35","Honors","Validictorian","N","OTHER.HONORS.ID","","","","","","","","","","12","","35L","5","This points to the other honors file to allow honors, from other institutions.","Honors","ACAD.CREDENTIALS","N","OTHER.HONORS","1994-12-16","SSS","","","2020-05-27T14:56:16.071Z"
"ACAD.INSTITUTIONS.ATTEND","string xResult1; , xResult1 = (vAcadPersonId : ""*"" : vAcadInstitutionsId);, return xResult1;","","","I","N","15","","","N","","","","","","","","","","","0","","15L","0","Key to INSTITUTIONS.ATTEND record from ACAD.CREDENTIALS","Institution, Attended Key","ACAD.CREDENTIALS","N","","1995-06-13","STEVEN","","","2020-05-27T14:56:17.259Z"
"ACAD.INSTITUTIONS.ID","","","","X","N","7","","0000135","N","","","","","","","","","","INSTITUTIONS.ID","2","","7R","10","Single valued pointer to INSTITUTIONS file.  Says which institution awarded , this credential.  Displayed but not otherwise used.","","ACAD.CREDENTIALS","N","","1994-12-16","SSS","","","2020-05-27T14:56:17.775Z"
"ACAD.INTG.KEY.IDX","","","","D","N","10","","","N","","","","","","","","","","","65","","10L","10","Stores ACAD.CREDENTIALS.ID.  Used to create GUIDs for Ethos resource , person-external-education-credentials","","ACAD.CREDENTIALS","N","","2018-01-08","BMA","","","2020-05-27T14:56:16.821Z"
"ACAD.INTG.TRANSFER.HRS","","","","D","N","6","","22","N","","","","","","","","","","","64","MD2","6R","6","Contains total hours for transfer for Colleague integration.","","ACAD.CREDENTIALS","N","","2018-01-08","BMA","","","2020-05-27T14:56:18.056Z"
"ACAD.LOCATION","","","","D","N","30","Location","COLP College Park","N","OTHER.LOCATIONS.ID","","","","","","","","","","15","","30L","5","The ID to a record in the OTHER.LOCATIONS file to show, the location associated with this academic credential., Displayed but not otherwise used.","location","ACAD.CREDENTIALS","N","OTHER.LOCATIONS","1994-12-16","SSS","","","2020-05-27T14:56:17.368Z"
"ACAD.MAJORS","","","","L","N","30","Majors","CSCI Computer Science","N","OTHER.MAJORS.ID","","","","","","","","","","9","","30L","5","Multi-valued pointer to OTHER.MAJORS file.  Displayed but not otherwise, used by the system.","Majors","ACAD.CREDENTIALS","N","OTHER.MAJORS","1994-12-16","SSS","","","2020-05-27T14:56:16.478Z"
"ACAD.MINORS","","","","L","N","30","Minor","PHIL Philosophy","N","OTHER.MINORS.ID","","","","","","","","","","10","","30L","5","This is a pointer to the OTHER.MINORS file for the academic, credentials.","","ACAD.CREDENTIALS","N","OTHER.MINORS","1994-12-16","SSS","","","2020-05-27T14:56:15.931Z"
"ACAD.NO.YEARS","","","N","D","N","2","Number of Years","","N","","N","0","N","N","","","","","","17","MD0","2R","2","Number of years it took to get this credential.  Displayed but not otherwise , used by the system.","No Years","ACAD.CREDENTIALS","N","","1994-12-16","SSS","","","2020-05-27T14:56:17.446Z"
"ACAD.PERSON.ALT.ID.TYPES","string[] xlResult1; , key xKeyPerson for file Person;, xKeyPerson = vAcadPersonId; xlResult1 = vlPersonAltIdTypes;, return xlResult1;","","","I","N","5","","","N","","","","","","","","","","","0","","5L","0","Translation to PERSON.ALT.ID.TYPES","AltID, Types","ACAD.CREDENTIALS","N","","1998-06-23","LINNE","","","2020-05-27T14:56:15.275Z"
"ACAD.PERSON.DONOR.NAME","string xDonorName;, xDonorName = SAnyNameAddress(vAcadPersonId, ""30"", ""0"", ""1"", ""0"", ""0"", ""0"", ""0"", ""0"");, return xDonorName;, ","","","I","N","30","","","N","","","","","","","","","","","0","","30L","0","Person name","","ACAD.CREDENTIALS","N","","2011-12-16","SRM","","","2020-05-27T14:56:16.275Z"
"ACAD.PERSON.ID","","","","X","N","7","","","N","ID","","","","","","","","","ID","1","","7R","10","Single-valued pointer to the PERSON file (since PEOPLE will go away after , conversion).","","ACAD.CREDENTIALS","N","","1994-12-16","SSS","","","2020-05-27T14:56:18.400Z"
"ACAD.PERSON.NAME.TYPES","string[] xlResult1; , key xKeyPerson for file Person;, xKeyPerson = vAcadPersonId; xlResult1 = vlPersonFormattedNameTypes;, return xlResult1;","","","I","N","3","","","N","","","","","","","","","","","0","","3L","0","Translation to PERSON.FORMATTED.NAME.TYPES","Name, Type","ACAD.CREDENTIALS","N","","1998-06-23","LINNE","","","2020-05-27T14:56:16.634Z"
"ACAD.RANK.DENOMINATOR","","","N","D","N","7","Rank Denominator","10000","N","","N","0","N","N","","","","","","25","MD0","7R","7","To store the denominator of the Rank for this, academic credential.","Rank Denominator","ACAD.CREDENTIALS","N","","1995-03-15","RCL","","","2020-05-27T14:56:18.696Z"
"ACAD.RANK.NUMERATOR","","","N","D","N","7","Rank Numerator","30","N","","N","0","N","N","","","","","","24","MD0","7R","7","To store the numerator of the rank.  This is the, academic placement of a student.","Rank Numerator","ACAD.CREDENTIALS","N","","1995-03-15","RCL","","","2020-05-27T14:56:17.743Z"
"ACAD.RANK.PERCENT","","","N","D","N","6","Rank Percent","98.44","N","","N","2","N","N","","","","","","23","MD2","6R","5","Rank Percentile.  Calculated from numerator and denominator or, entered on data entry screen.","Rank, Percent","ACAD.CREDENTIALS","N","","1994-12-16","SSS","","","2020-05-27T14:56:17.790Z"
"ACAD.RENEWAL.IND","","","","D","N","3","Renew","","N","","","","","","","","","","","63","","3L","1","Yes/no flag specifying if this is a credential that, needs to be renewed or is eligible for renewal.  Used, in Wisconsin state reporting, but not otherwise used, within Colleague.","Renew","ACAD.CREDENTIALS","N","","1998-04-27","SMG","","","2020-05-27T14:56:16.650Z"
"ACAD.SPECIALIZATION","","","","L","N","30","Spec","MOLBI Molecular Biology","N","OTHER.SPECIALS.ID","","","","","","","","","","11","","30L","5","Multivalued pointer to OTHER.SPECIALS file.","","ACAD.CREDENTIALS","N","OTHER.SPECIALS","1994-12-16","SSS","","","2020-05-27T14:56:18.556Z"
"ACAD.START.DATE","","","D","D","N","8","Academic Credential Start Date","01/02/95","N","","N","2","/","","","","","","","3","D2/","8R","8","","Start Date","ACAD.CREDENTIALS","N","","1995-03-28","RCL","","","2020-05-27T14:56:15.946Z"
"ACAD.TERM","","","","D","N","35","Term","","N","","","","","","","","","","","59","","35L","7","Term in which ACAD.CREDENTIALS record was created.","Term","ACAD.CREDENTIALS","N","","1998-02-16","BMA","","","2020-05-27T14:56:18.118Z"
"ACAD.THESIS","","","","C","N","72","Thesis/Project","","N","","","","","","","","","","","26","","72L","72","Free-form text field describing the person's academic thesis.  Displayed but , not otherwise used.","","ACAD.CREDENTIALS","N","","1994-12-16","SSS","","","2020-05-27T14:56:16.415Z"
"ACAD.TRANSCRIPT.ADDRESS","","","","L","N","30","Address","","N","","","","","","","","","","","32","","30L","30","This is the address lines of the graduation transcript, address.  AACRAO guidelines stipulated that the first, address to which transcripts were sent on graduation, be kept for historical purposes.  This is that address., It will be stamped on the ACAD.CREDENTIALS file as, well.","Address","ACAD.CREDENTIALS","N","","1995-09-18","SMG","","","2020-05-27T14:56:19.071Z"
"ACAD.TRANSCRIPT.CITY","","","","D","N","30","","","N","","","","","","","","","","","33","","30L","30","This is the city of the graduation transcript, address.  AACRAO guidelines stipulated that the first, address to which transcripts were sent on graduation, be kept for historical purposes.  This is that address., It will be stamped on the ACAD.CREDENTIALS file as, well.","City","ACAD.CREDENTIALS","N","","1995-09-18","SMG","","","2020-05-27T14:56:16.478Z"
"ACAD.TRANSCRIPT.COUNTRY","","","","D","N","20","Country","","N","COUNTRIES.ID","","","","","","","","","","36","","20L","8","This is the country of the graduation transcript, address.  AACRAO guidelines stipulated that the first, address to which transcripts were sent on graduation, be kept for historical purposes.  This is that address., It will be stamped on the ACAD.CREDENTIALS file as, well.","Country","ACAD.CREDENTIALS","N","COUNTRIES","1995-09-18","SMG","","","2020-05-27T14:56:16.493Z"
"ACAD.TRANSCRIPT.STATE","","","","D","N","2","","","N","STATES.ID","","","","","","","","","","34","","2L","2","This is the state/province of the graduation transcript, address.  AACRAO guidelines stipulated that the first, address to which transcripts were sent on graduation, be kept for historical purposes.  This is that address., It will be stamped on the ACAD.CREDENTIALS file as, well.","State","ACAD.CREDENTIALS","N","STATES","1995-09-18","SMG","","","2020-05-27T14:56:18.181Z"
"ACAD.TRANSCRIPT.ZIP","","","","D","N","10","","","N","","","","","","","","","","","35","","10L","10","This is the zip/postal code of the graduation transcript, address.  AACRAO guidelines stipulated that the first, address to which transcripts were sent on graduation, be kept for historical purposes.  This is that address., It will be stamped on the ACAD.CREDENTIALS file as, well.","ZIP/Postal Code","ACAD.CREDENTIALS","N","","1995-09-18","SMG","","","2020-05-27T14:56:18.556Z"
"ACAD.USER1","","","U","D","N","10","","","N","","","","","","","","","","","38","","10L","10","","","ACAD.CREDENTIALS","N","","1994-12-16","SSS","","","2020-05-27T14:56:15.571Z"
"ACAD.USER10","","","U","D","N","10","","","N","","","","","","","","","","","47","","10L","10","","","ACAD.CREDENTIALS","N","","1994-12-16","SSS","","","2020-05-27T14:56:17.853Z"
"ACAD.USER2","","","U","D","N","10","","","N","","","","","","","","","","","39","","10L","10","","","ACAD.CREDENTIALS","N","","1994-12-16","SSS","","","2020-05-27T14:56:15.587Z"
"ACAD.USER3","","","U","D","N","10","","","N","","","","","","","","","","","40","","10L","10","","","ACAD.CREDENTIALS","N","","1994-12-16","SSS","","","2020-05-27T14:56:15.587Z"
"ACAD.USER4","","","U","D","N","10","","","N","","","","","","","","","","","41","","10L","10","","","ACAD.CREDENTIALS","N","","1994-12-16","SSS","","","2020-05-27T14:56:15.587Z"
"ACAD.USER5","","","U","D","N","10","","","N","","","","","","","","","","","42","","10L","10","","","ACAD.CREDENTIALS","N","","1994-12-16","SSS","","","2020-05-27T14:56:15.603Z"
"ACAD.USER6","","","U","D","N","10","","","N","","","","","","","","","","","43","","10L","10","","","ACAD.CREDENTIALS","N","","1994-12-16","SSS","","","2020-05-27T14:56:15.603Z"
"ACAD.USER7","","","U","D","N","10","","","N","","","","","","","","","","","44","","10L","10","","","ACAD.CREDENTIALS","N","","1994-12-16","SSS","","","2020-05-27T14:56:15.603Z"
"ACAD.USER8","","","U","D","N","10","","","N","","","","","","","","","","","45","","10L","10","","","ACAD.CREDENTIALS","N","","1994-12-16","SSS","","","2020-05-27T14:56:15.603Z"
"ACAD.USER9","","","U","D","N","10","","","N","","","","","","","","","","","46","","10L","10","","","ACAD.CREDENTIALS","N","","1994-12-16","SSS","","","2020-05-27T14:56:15.618Z"
